Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
25-34 years old,Hybrid,Master’s degree,12.0,United Kingdom,Retail and Consumer Services,107380.0
25-34 years old,In-person,Master’s degree,4.0,United Kingdom,Other,49035.0
35-44 years old,Hybrid,Master’s degree,23.0,Italy,"Manufacturing, Transportation, Supply",53545.0
25-34 years old,Remote,Master’s degree,5.0,Portugal,"IT, Software Development, Technology",36410.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Germany,Higher Education,80317.0
45-54 years old,Remote,Master’s degree,21.0,France,"IT, Software Development, Technology",66396.0
45-54 years old,Hybrid,Bachelor’s degree,15.0,United States,"Manufacturing, Transportation, Supply",110000.0
25-34 years old,In-person,Master’s degree,2.0,Denmark,Higher Education,71892.0
45-54 years old,Hybrid,Bachelor’s degree,22.0,United Kingdom,"Manufacturing, Transportation, Supply",68276.0
25-34 years old,Hybrid,Post grad,3.0,Canada,"Manufacturing, Transportation, Supply",68255.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,Netherlands,Other,45984.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,Germany,Other,78175.0
25-34 years old,Remote,Bachelor’s degree,10.0,India,Other,19387.0
25-34 years old,Hybrid,Master’s degree,10.0,United Kingdom,"IT, Software Development, Technology",93104.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Spain,Other,46584.0
18-24 years old,In-person,Bachelor’s degree,2.0,Netherlands,"IT, Software Development, Technology",25701.0
25-34 years old,Remote,Master’s degree,9.0,India,"IT, Software Development, Technology",32716.0
35-44 years old,Remote,Bachelor’s degree,5.0,United States,"IT, Software Development, Technology",100000.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,Canada,"IT, Software Development, Technology",89222.0
25-34 years old,In-person,Less than a Bachelors,4.0,Russian,"Manufacturing, Transportation, Supply",17697.0
25-34 years old,Hybrid,Master’s degree,3.0,Switzerland,"IT, Software Development, Technology",145485.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,Brazil,"IT, Software Development, Technology",54777.0
25-34 years old,Hybrid,Master’s degree,14.0,Germany,"Manufacturing, Transportation, Supply",122082.0
55-64 years old,Hybrid,Master’s degree,38.0,Austria,"IT, Software Development, Technology",104948.0
35-44 years old,Hybrid,Bachelor’s degree,22.0,United States,Healthcare,140000.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,United Kingdom,"IT, Software Development, Technology",58345.0
35-44 years old,Remote,Master’s degree,20.0,United States,"IT, Software Development, Technology",183000.0
18-24 years old,Remote,Bachelor’s degree,1.0,India,"IT, Software Development, Technology",18175.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Other,170000.0
25-34 years old,Remote,Bachelor’s degree,8.0,Brazil,"IT, Software Development, Technology",40575.0
25-34 years old,Remote,Master’s degree,4.0,Germany,"IT, Software Development, Technology",68109.0
18-24 years old,In-person,Master’s degree,1.0,France,Other,41765.0
45-54 years old,In-person,Less than a Bachelors,29.0,United States,"IT, Software Development, Technology",85000.0
25-34 years old,In-person,Bachelor’s degree,3.0,Italy,"Manufacturing, Transportation, Supply",27843.0
35-44 years old,Hybrid,Less than a Bachelors,25.0,Canada,Higher Education,57994.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,United States,Advertising Services,160000.0
25-34 years old,Remote,Master’s degree,5.0,United Kingdom,"Manufacturing, Transportation, Supply",52138.0
25-34 years old,Hybrid,Master’s degree,3.0,Italy,"IT, Software Development, Technology",34269.0
18-24 years old,Remote,Less than a Bachelors,3.0,United States,Other,85000.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,United Kingdom,Retail and Consumer Services,75724.0
55-64 years old,Hybrid,Bachelor’s degree,29.0,Finland,"IT, Software Development, Technology",97451.0
25-34 years old,Hybrid,Master’s degree,2.0,Italy,"IT, Software Development, Technology",31056.0
25-34 years old,Remote,Bachelor’s degree,8.0,Brazil,"IT, Software Development, Technology",57600.0
25-34 years old,Remote,Master’s degree,5.0,Netherlands,"IT, Software Development, Technology",80317.0
35-44 years old,Remote,Bachelor’s degree,13.0,Italy,Retail and Consumer Services,74963.0
18-24 years old,Hybrid,Master’s degree,3.0,Netherlands,"IT, Software Development, Technology",51403.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Norway,"IT, Software Development, Technology",70678.0
18-24 years old,Remote,Bachelor’s degree,1.0,United States,Other,90000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Australia,Insurance,99156.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,Spain,Retail and Consumer Services,55687.0
25-34 years old,Hybrid,Less than a Bachelors,3.0,Spain,"IT, Software Development, Technology",29985.0
18-24 years old,Remote,Less than a Bachelors,5.0,Brazil,"IT, Software Development, Technology",101438.0
35-44 years old,In-person,Less than a Bachelors,12.0,United States,"Manufacturing, Transportation, Supply",180000.0
65 years or older,Remote,Master’s degree,50.0,United States,Wholesale,100000.0
35-44 years old,In-person,Post grad,13.0,United Kingdom,Higher Education,45931.0
35-44 years old,In-person,Post grad,15.0,Germany,"IT, Software Development, Technology",64254.0
25-34 years old,In-person,Master’s degree,2.0,Germany,Other,59970.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Healthcare,185000.0
35-44 years old,In-person,Post grad,6.0,United States,Healthcare,180000.0
25-34 years old,Remote,Bachelor’s degree,2.0,India,"IT, Software Development, Technology",13329.0
35-44 years old,In-person,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",225000.0
25-34 years old,Remote,Less than a Bachelors,6.0,United States,Other,145000.0
45-54 years old,Remote,Less than a Bachelors,18.0,United Kingdom,Financial Services,68276.0
55-64 years old,Hybrid,Bachelor’s degree,35.0,Germany,"IT, Software Development, Technology",85672.0
35-44 years old,Hybrid,Bachelor’s degree,16.0,Portugal,"IT, Software Development, Technology",25166.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,Germany,"IT, Software Development, Technology",70679.0
25-34 years old,Hybrid,Less than a Bachelors,1.0,Sweden,Other,36875.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,Healthcare,106000.0
25-34 years old,Remote,Bachelor’s degree,7.0,Spain,"IT, Software Development, Technology",58899.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Israel,Advertising Services,120276.0
18-24 years old,Hybrid,Less than a Bachelors,2.0,Switzerland,"IT, Software Development, Technology",90928.0
25-34 years old,Hybrid,Master’s degree,3.0,Switzerland,Financial Services,124544.0
18-24 years old,Remote,Bachelor’s degree,2.0,United States,Other,73000.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,Switzerland,Other,72743.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,United States,"Manufacturing, Transportation, Supply",136000.0
25-34 years old,Remote,Master’s degree,5.0,France,"IT, Software Development, Technology",64254.0
35-44 years old,Hybrid,Less than a Bachelors,17.0,Portugal,"IT, Software Development, Technology",48190.0
25-34 years old,Remote,Master’s degree,5.0,Canada,Advertising Services,111527.0
25-34 years old,Hybrid,Master’s degree,1.0,United States,Financial Services,220000.0
25-34 years old,Remote,Less than a Bachelors,6.0,United States,"IT, Software Development, Technology",160000.0
25-34 years old,Remote,Master’s degree,3.0,United Kingdom,"IT, Software Development, Technology",74483.0
18-24 years old,In-person,Master’s degree,4.0,United States,Higher Education,40500.0
25-34 years old,Remote,Bachelor’s degree,6.0,Brazil,"IT, Software Development, Technology",24345.0
55-64 years old,Hybrid,Master’s degree,38.0,Germany,Other,115657.0
35-44 years old,In-person,Post grad,8.0,Canada,Healthcare,83274.0
25-34 years old,Remote,Master’s degree,6.0,United States,Other,170000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Australia,"IT, Software Development, Technology",79325.0
18-24 years old,Remote,Bachelor’s degree,2.0,United States,Higher Education,95000.0
45-54 years old,Remote,Master’s degree,25.0,United Kingdom,Advertising Services,130345.0
35-44 years old,In-person,Bachelor’s degree,15.0,United States,Financial Services,202000.0
35-44 years old,Remote,Less than a Bachelors,25.0,United States,"IT, Software Development, Technology",132000.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,United States,"IT, Software Development, Technology",105000.0
35-44 years old,In-person,Master’s degree,10.0,Finland,"IT, Software Development, Technology",117798.0
25-34 years old,Remote,Less than a Bachelors,11.0,United States,Advertising Services,126000.0
35-44 years old,Remote,Less than a Bachelors,15.0,United States,Financial Services,120000.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,Spain,Other,32127.0
25-34 years old,Hybrid,Less than a Bachelors,0.5,United States,"IT, Software Development, Technology",75000.0
18-24 years old,Hybrid,Master’s degree,2.0,United Kingdom,Financial Services,130345.0
45-54 years old,Hybrid,Bachelor’s degree,23.0,United States,Healthcare,210000.0
25-34 years old,Remote,Less than a Bachelors,7.0,Brazil,"IT, Software Development, Technology",40575.0
25-34 years old,Hybrid,Master’s degree,1.0,Germany,"IT, Software Development, Technology",68537.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,United States,"Manufacturing, Transportation, Supply",60000.0
25-34 years old,Hybrid,Master’s degree,6.0,Sweden,"Manufacturing, Transportation, Supply",73713.0
35-44 years old,Hybrid,Post grad,10.0,United Kingdom,"Manufacturing, Transportation, Supply",111724.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United States,Retail and Consumer Services,105000.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,"Manufacturing, Transportation, Supply",138000.0
55-64 years old,In-person,Master’s degree,30.0,Netherlands,"IT, Software Development, Technology",64254.0
18-24 years old,Hybrid,Less than a Bachelors,6.0,Italy,Financial Services,40694.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,India,Financial Services,31504.0
25-34 years old,Hybrid,Master’s degree,8.0,Germany,Higher Education,74963.0
25-34 years old,Remote,Bachelor’s degree,13.0,United States,"IT, Software Development, Technology",230000.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,Germany,"IT, Software Development, Technology",38552.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,India,"IT, Software Development, Technology",26657.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United Kingdom,"IT, Software Development, Technology",79380.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,Retail and Consumer Services,36351.0
35-44 years old,Remote,Less than a Bachelors,5.0,United Kingdom,Financial Services,108621.0
45-54 years old,Remote,Bachelor’s degree,29.0,United States,Financial Services,152900.0
45-54 years old,Hybrid,Less than a Bachelors,23.0,Denmark,Retail and Consumer Services,124230.0
35-44 years old,In-person,Master’s degree,13.0,United States,Healthcare,180000.0
55-64 years old,Remote,Less than a Bachelors,42.0,United States,"IT, Software Development, Technology",150000.0
45-54 years old,Hybrid,Post grad,7.0,United Kingdom,Higher Education,93104.0
35-44 years old,Hybrid,Master’s degree,18.0,Poland,"IT, Software Development, Technology",52638.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United Kingdom,"IT, Software Development, Technology",62069.0
35-44 years old,In-person,Bachelor’s degree,10.0,Canada,"IT, Software Development, Technology",148703.0
25-34 years old,In-person,Master’s degree,3.0,India,"IT, Software Development, Technology",12117.0
25-34 years old,Hybrid,Less than a Bachelors,5.0,Germany,Healthcare,44978.0
45-54 years old,Hybrid,Bachelor’s degree,26.0,Canada,"Manufacturing, Transportation, Supply",61712.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United States,Other,115000.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,"Manufacturing, Transportation, Supply",120000.0
25-34 years old,Remote,Master’s degree,5.0,United States,Retail and Consumer Services,132000.0
25-34 years old,Hybrid,Less than a Bachelors,8.0,United States,"IT, Software Development, Technology",125000.0
35-44 years old,Remote,Less than a Bachelors,10.0,United States,"IT, Software Development, Technology",165000.0
25-34 years old,Hybrid,Master’s degree,6.0,Poland,Healthcare,41632.0
25-34 years old,Hybrid,Less than a Bachelors,3.0,Canada,Financial Services,81787.0
25-34 years old,Hybrid,Less than a Bachelors,9.0,United Kingdom,Healthcare,47173.0
25-34 years old,Hybrid,Master’s degree,5.0,Switzerland,"Manufacturing, Transportation, Supply",119034.0
25-34 years old,Hybrid,Master’s degree,5.0,United States,"IT, Software Development, Technology",215000.0
25-34 years old,Remote,Master’s degree,7.0,Italy,"IT, Software Development, Technology",40694.0
18-24 years old,Hybrid,Less than a Bachelors,5.0,Canada,Retail and Consumer Services,89222.0
35-44 years old,Remote,Less than a Bachelors,2.0,United States,Insurance,90000.0
35-44 years old,In-person,Post grad,15.0,Norway,Higher Education,54368.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Israel,"IT, Software Development, Technology",125621.0
25-34 years old,Hybrid,Master’s degree,8.0,United States,Financial Services,178000.0
25-34 years old,Hybrid,Master’s degree,4.0,India,"IT, Software Development, Technology",12117.0
25-34 years old,Hybrid,Master’s degree,4.0,Italy,Insurance,48190.0
35-44 years old,Remote,Less than a Bachelors,17.0,United Kingdom,Wholesale,83793.0
35-44 years old,Remote,Less than a Bachelors,18.0,United States,Financial Services,230000.0
25-34 years old,Remote,Less than a Bachelors,4.0,United States,Financial Services,120000.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Financial Services,102000.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,"IT, Software Development, Technology",170000.0
35-44 years old,Remote,Master’s degree,5.0,United States,Other,170000.0
25-34 years old,In-person,Master’s degree,1.0,France,Financial Services,42836.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United States,Wholesale,100000.0
35-44 years old,Hybrid,Master’s degree,21.0,United States,"Manufacturing, Transportation, Supply",152000.0
25-34 years old,Remote,Less than a Bachelors,10.0,United States,Insurance,140000.0
25-34 years old,Hybrid,Master’s degree,14.0,Sweden,"IT, Software Development, Technology",110570.0
55-64 years old,Remote,Master’s degree,42.0,United States,Financial Services,150000.0
25-34 years old,Hybrid,Less than a Bachelors,3.0,United States,"Manufacturing, Transportation, Supply",118000.0
45-54 years old,Remote,Bachelor’s degree,25.0,United States,Financial Services,170000.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,Australia,"IT, Software Development, Technology",52883.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,India,"Manufacturing, Transportation, Supply",39986.0
18-24 years old,Remote,Bachelor’s degree,1.0,United Kingdom,"IT, Software Development, Technology",33517.0
